Name,Team,Pos,G,GS,Inn,Throwing,Blocking,Framing,Arm,Range,FRV,NameASCII,PlayerId,MLBAMID
"Ernesto Frieri","TEX","P",6,0,7,,,,,,,"Ernesto Frieri",5178,457117
"Mike Pelfrey","CHW","P",34,21,120,,,,,,,"Mike Pelfrey",5203,460059
"Wade LeBlanc","PIT","P",50,0,68,,,,,,,"Wade LeBlanc",5221,453281
"Blake Parker","LAA","P",71,0,67.1,,,,,,,"Blake Parker",5224,453284
"Jon Jay","CHC","P",1,0,1,,,,,,,"Jon Jay",5227,445055
"Wilmer Font","LAD","P",3,0,3.2,,,,,,,"Wilmer Font",5257,521655
"Tuffy Gosewisch","SEA","1B",1,0,1,,,,,,,"Tuffy Gosewisch",5277,488912
"Chris Tillman","BAL","P",24,19,93,,,,,,,"Chris Tillman",5279,501957
"Kristopher Negrón","ARI","2B",1,0,1,,,,,,,"Kristopher Negron",5306,502117
"Jose Alvarez","LAA","P",64,0,48.2,,,,,,,"Jose Alvarez",5358,501625
"Michael Pineda","NYY","P",17,17,96.1,,,,,,,"Michael Pineda",5372,501381
"Brad Peacock","HOU","P",34,21,132,,,,,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD","P",66,0,64,,,,,,,"Pedro Baez",5420,520980
"Jesse Chavez","LAA","P",38,21,138,,,,,,,"Jesse Chavez",5448,445926
"Arodys Vizcaíno","ATL","P",62,0,57.1,,,,,,,"Arodys Vizcaino",5498,527055
"Rubén Tejada","BAL","2B",4,0,4,,,,,,,"Ruben Tejada",5519,514913
"Madison Bumgarner","SFG","P",17,17,111,,,,,,,"Madison Bumgarner",5524,518516
"Boone Logan","CLE","P",39,0,21,,,,,,,"Boone Logan",5525,457429
"Nik Turley","MIN","P",10,3,17.2,,,,,,,"Nik Turley",5530,543867
"Tyler Clippard","- - -","P",67,0,60.1,,,,,,,"Tyler Clippard",5640,461325
"Henderson Alvarez III","PHI","P",3,3,14.2,,,,,,,"Henderson Alvarez III",5669,506693
"Junior Guerra","MIL","P",21,14,70.1,,,,,,,"Junior Guerra",5702,448855
"Eric O'Flaherty","ATL","P",22,0,18.1,,,,,,,"Eric O'Flaherty",5746,447714
"Hernán Pérez","MIL","1B",2,0,3,,,,,,,"Hernan Perez",5751,541650
"Hernán Pérez","MIL","P",1,0,1,,,,,,,"Hernan Perez",5751,541650
"Bruce Rondón","DET","P",21,0,15.2,,,,,,,"Bruce Rondon",5766,541652
"Jhan Mariñez","- - -","P",43,0,58.1,,,,,,,"Jhan Marinez",5830,501697
"Jason Motte","ATL","P",46,0,40.2,,,,,,,"Jason Motte",5861,435400
"Danny Salazar","CLE","P",23,19,103,,,,,,,"Danny Salazar",5867,517593
"Jesús Sucre","TBR","P",1,0,1,,,,,,,"Jesus Sucre",5942,491696
"Randall Delgado","ARI","P",26,5,62.2,,,,,,,"Randall Delgado",5985,517414
"Mike Aviles","MIA","1B",2,0,3,,,,,,,"Mike Aviles",5986,449107
"Mike Aviles","MIA","RF",1,0,2,,,,,,,"Mike Aviles",5986,449107
"Cristhian Adames","COL","1B",1,0,1,,,,,,,"Cristhian Adames",6013,542436
"Kelvin Herrera","KCR","P",64,0,59.1,,,,,,,"Kelvin Herrera",6033,516969
"Albert Suárez","SFG","P",18,0,31.2,,,,,,,"Albert Suarez",6175,544150
"Dellin Betances","NYY","P",66,0,59.2,,,,,,,"Dellin Betances",6216,476454
"Kyle Kendrick","BOS","P",2,2,8.1,,,,,,,"Kyle Kendrick",6230,452718
"Diego Moreno","TBR","P",5,0,5.2,,,,,,,"Diego Moreno",6238,514981
"Trevor Cahill","- - -","P",21,14,84,,,,,,,"Trevor Cahill",6249,502239
"Scott Feldman","CIN","P",21,21,111.1,,,,,,,"Scott Feldman",6283,444857
"David Phelps","- - -","P",54,0,55.2,,,,,,,"David Phelps",6316,475479
"Al Alburquerque","- - -","P",21,0,18,,,,,,,"Al Alburquerque",6324,456379
"Chris Archer","TBR","P",34,34,201,,,,,,,"Chris Archer",6345,502042
"Jake Odorizzi","TBR","P",28,28,143.1,,,,,,,"Jake Odorizzi",6397,543606
"Vance Worley","MIA","P",24,12,71.2,,,,,,,"Vance Worley",6435,474699
"Steve Cishek","- - -","P",49,0,44.2,,,,,,,"Steve Cishek",6483,518553
"Blaine Hardy","DET","P",35,0,33.1,,,,,,,"Blaine Hardy",6499,543278
"Tom Koehler","- - -","P",27,13,72.2,,,,,,,"Tom Koehler",6570,543408
"Freddy Galvis","PHI","LF",1,0,1.2,,,,,,,"Freddy Galvis",6609,520471
"Marc Rzepczynski","SEA","P",64,0,31.1,,,,,,,"Marc Rzepczynski",6612,519240
"Brad Brach","BAL","P",67,0,68,,,,,,,"Brad Brach",6627,542960
"Carlos Carrasco","CLE","P",32,32,200,,,,,,,"Carlos Carrasco",6632,471911
"Chase d'Arnaud","SDP","1B",1,0,1,,,,,,,"Chase d'Arnaud",6652,488818
"Craig Kimbrel","BOS","P",67,0,69,,,,,,,"Craig Kimbrel",6655,518886
"Alex Colomé","TBR","P",65,0,66.2,,,,,,,"Alex Colome",6661,517008
"Miguel Socolovich","STL","P",15,0,18.2,,,,,,,"Miguel Socolovich",6697,462515
"Andrew Miller","CLE","P",57,0,62.2,,,,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL","P",32,32,188.1,,,,,,,"Julio Teheran",6797,527054
"Robbie Ross Jr.","BOS","P",8,0,9,,,,,,,"Robbie Ross Jr.",6819,543726
"Sam Freeman","ATL","P",58,0,60,,,,,,,"Sam Freeman",6832,518693
"Mark Trumbo","BAL","3B",2,0,2,,,,,,,"Mark Trumbo",6876,444432
"Johnny Cueto","SFG","P",25,25,147.1,,,,,,,"Johnny Cueto",6893,456501
"Chase Anderson","MIL","P",25,25,141.1,,,,,,,"Chase Anderson",6895,502624
"Martín Pérez","TEX","P",32,32,185,,,,,,,"Martin Perez",6902,527048
"Joakim Soria","KCR","P",59,0,56,,,,,,,"Joakim Soria",6941,465657
"Drew Storen","CIN","P",58,0,54.2,,,,,,,"Drew Storen",6983,519322
"Luis García","PHI","P",66,0,71.1,,,,,,,"Luis Garcia",6984,472610
"Ian Kennedy","KCR","P",30,30,154,,,,,,,"Ian Kennedy",6986,453178
"Ryan Pressly","MIN","P",57,0,61.1,,,,,,,"Ryan Pressly",7005,519151
"Yadier Molina","STL","1B",1,0,2,,,,,,,"Yadier Molina",7007,425877
"Miguel González","- - -","P",27,27,156,,,,,,,"Miguel Gonzalez",7024,456068
"James Shields","CHW","P",21,21,117,,,,,,,"James Shields",7059,448306
"Daniel Hudson","PIT","P",71,0,61.2,,,,,,,"Daniel Hudson",7146,543339
"Greg Holland","COL","P",61,0,57.1,,,,,,,"Greg Holland",7196,518813
"Craig Stammen","SDP","P",60,0,80.1,,,,,,,"Craig Stammen",7274,489334
"Brad Ziegler","MIA","P",53,0,47,,,,,,,"Brad Ziegler",7293,446899
"Josh Collmenter","ATL","P",11,0,17,,,,,,,"Josh Collmenter",7312,518567
"Chris Gimenez","MIN","P",6,0,5,,,,,,,"Chris Gimenez",7324,460269
"Michael Martinez","CLE","P",1,0,1,,,,,,,"Michael Martinez",7358,492841
"Dan Otero","CLE","P",52,0,60,,,,,,,"Dan Otero",7385,519096
"Dillon Gee","- - -","P",18,4,49.1,,,,,,,"Dillon Gee",7396,518716
"Javy Guerra","MIA","P",16,0,21,,,,,,,"Javy Guerra",7407,457915
"J.A. Happ","TOR","P",25,25,145.1,,,,,,,"J.A. Happ",7410,457918
"Ben Zobrist","CHC","1B",5,0,3,,,,,,,"Ben Zobrist",7435,450314
"Wade Davis","CHC","P",59,0,58.2,,,,,,,"Wade Davis",7441,451584
"Gio González","WSN","P",32,32,201,,,,,,,"Gio Gonzalez",7448,461829
"Phil Hughes","MIN","P",14,9,53.2,,,,,,,"Phil Hughes",7450,461833
"Anthony Swarzak","- - -","P",70,0,77.1,,,,,,,"Anthony Swarzak",7466,461872
"Tommy Layne","NYY","P",19,0,13,,,,,,,"Tommy Layne",7501,518927
"Carlos Moncrief","SFG","LF",1,0,1,,,,,,,"Carlos Moncrief",7511,519037
"Evan Scribner","SEA","P",8,0,7.1,,,,,,,"Evan Scribner",7525,519267
"Collin McHugh","HOU","P",12,12,63.1,,,,,,,"Collin McHugh",7531,543521
"Lucas Harrell","TOR","P",4,0,6.1,,,,,,,"Lucas Harrell",7541,449173
"Jake McGee","COL","P",62,0,57.1,,,,,,,"Jake McGee",7550,459429
"Nick Vincent","SEA","P",69,0,64.2,,,,,,,"Nick Vincent",7555,543883
"Jordan Lyles","- - -","P",38,5,69.2,,,,,,,"Jordan Lyles",7593,543475
"Tommy Milone","- - -","P",17,8,48.1,,,,,,,"Tommy Milone",7608,543548
"Carlos Torres","MIL","P",67,0,72.2,,,,,,,"Carlos Torres",7624,448614
"Neil Ramírez","- - -","P",29,0,31.1,,,,,,,"Neil Ramirez",7677,519166
"David Holmberg","CHW","P",37,7,57.2,,,,,,,"David Holmberg",7725,571787
"Juan Nicasio","- - -","P",76,0,72.1,,,,,,,"Juan Nicasio",7731,504379
"Wily Peralta","MIL","P",19,8,57.1,,,,,,,"Wily Peralta",7738,503449
"Travis d'Arnaud","NYM","3B",1,1,5.2,,,,,,,"Travis d'Arnaud",7739,518595
"Mike Fiers","HOU","P",29,28,153.1,,,,,,,"Mike Fiers",7754,571666
"Shawn Kelley","WSN","P",33,0,26,,,,,,,"Shawn Kelley",7773,518875
"Richard Bleier","BAL","P",57,0,63.1,,,,,,,"Richard Bleier",7803,542947
"Hunter Strickland","SFG","P",68,0,61.1,,,,,,,"Hunter Strickland",7836,519326
"Jerry Blevins","NYM","P",75,0,49,,,,,,,"Jerry Blevins",7841,460283
"Andrew Albers","SEA","P",9,6,41,,,,,,,"Andrew Albers",7853,452027
"Jonathan Lucroy","TEX","1B",1,0,3,,,,,,,"Jonathan Lucroy",7870,518960
"Tyson Ross","TEX","P",12,10,49,,,,,,,"Tyson Ross",7872,475115
"Josh Lindblom","PIT","P",4,0,10.1,,,,,,,"Josh Lindblom",7882,458676
"Cory Gearrin","SFG","P",68,0,68,,,,,,,"Cory Gearrin",7947,518715
"Anthony Bass","TEX","P",2,0,5.2,,,,,,,"Anthony Bass",7982,542914
"Glen Perkins","MIN","P",8,0,5.2,,,,,,,"Glen Perkins",8041,450282
"Jason Vargas","KCR","P",32,32,179.2,,,,,,,"Jason Vargas",8044,450306
"Dan Jennings","- - -","P",77,0,62.2,,,,,,,"Dan Jennings",8073,543359
"Bryan Shaw","CLE","P",79,0,76.2,,,,,,,"Bryan Shaw",8110,543766
"Jaime García","- - -","P",27,27,157,,,,,,,"Jaime Garcia",8137,448802
"Yovani Gallardo","SEA","P",28,22,130.2,,,,,,,"Yovani Gallardo",8173,451596
"Kevin Siegrist","- - -","P",46,0,39.1,,,,,,,"Kevin Siegrist",8180,543779
"Steven Wright","BOS","P",5,5,24,,,,,,,"Steven Wright",8185,453214
"Josh Harrison","PIT","RF",1,0,1.1,,,,,,,"Josh Harrison",8202,543281
"Brett Anderson","- - -","P",13,13,55.1,,,,,,,"Brett Anderson",8223,474463
"David Robertson","- - -","P",61,0,68.1,,,,,,,"David Robertson",8241,502085
"J.P. Howell","TOR","P",16,0,11,,,,,,,"J.P. Howell",8245,434442
"Paolo Espino","- - -","P",12,2,24,,,,,,,"Paolo Espino",8246,502179
"Huston Street","LAA","P",4,0,4,,,,,,,"Huston Street",8258,434718
"Chris Iannetta","ARI","3B",1,0,1,,,,,,,"Chris Iannetta",8267,455104
"Tony Sipp","HOU","P",46,0,37.1,,,,,,,"Tony Sipp",8280,448609
"JC Ramírez","LAA","P",27,24,147.1,,,,,,,"JC Ramirez",8302,500724
"AJ Ramos","- - -","P",61,0,58.2,,,,,,,"AJ Ramos",8350,573109
"Homer Bailey","CIN","P",18,18,91,,,,,,,"Homer Bailey",8362,456701
"Pedro Florimón","PHI","3B",1,0,4.1,,,,,,,"Pedro Florimon",8385,465753
"Daniel Descalso","ARI","P",2,0,2,,,,,,,"Daniel Descalso",8392,518614
"Daniel Descalso","ARI","SS",1,0,2,,,,,,,"Daniel Descalso",8392,518614
"Deolis Guerra","LAA","P",19,0,25,,,,,,,"Deolis Guerra",8410,500610
"Adam Wilk","- - -","P",4,2,14,,,,,,,"Adam Wilk",8421,573244
"Michael Brady","OAK","P",16,0,31.2,,,,,,,"Michael Brady",8461,572728
"Buddy Boshers","MIN","P",38,0,35,,,,,,,"Buddy Boshers",8490,542953
"Danny Farquhar","- - -","P",52,0,49.1,,,,,,,"Danny Farquhar",8501,543144
"Jeff Beliveau","TOR","P",19,0,15.2,,,,,,,"Jeff Beliveau",8504,542924
"Tyler Cloyd","SEA","P",1,0,1,,,,,,,"Tyler Cloyd",8536,543031
"Dustin McGowan","MIA","P",63,0,77.2,,,,,,,"Dustin McGowan",8600,430661
"Tim Federowicz","SFG","1B",1,0,1,,,,,,,"Tim Federowicz",8609,543148
"Justin Verlander","- - -","P",33,33,206,,,,,,,"Justin Verlander",8700,434378
"Tanner Roark","WSN","P",32,30,181.1,,,,,,,"Tanner Roark",8753,543699
"Wade Miley","BAL","P",32,32,157.1,,,,,,,"Wade Miley",8779,489119
"Andrew Cashner","TEX","P",28,28,166.2,,,,,,,"Andrew Cashner",8782,488768
"Oliver Drake","- - -","P",64,0,56,,,,,,,"Oliver Drake",8823,543118
"Antonio Bastardo","PIT","P",9,0,9,,,,,,,"Antonio Bastardo",8844,455374
"Arcenio Leon","DET","P",6,0,6.2,,,,,,,"Arcenio Leon",8846,455376
"César Valdez","- - -","P",11,4,30.2,,,,,,,"Cesar Valdez",9013,491624
"Adam Warren","NYY","P",46,0,57.1,,,,,,,"Adam Warren",9029,476589
"Jeanmar Gómez","PHI","P",18,0,22.1,,,,,,,"Jeanmar Gomez",9033,491646
"J.J. Hoover","ARI","P",52,0,41.1,,,,,,,"J.J. Hoover",9037,543331
"John Axford","OAK","P",22,0,21,,,,,,,"John Axford",9059,446099
"Kirby Yates","- - -","P",62,0,56.2,,,,,,,"Kirby Yates",9073,489446
"Zach Putnam","CHW","P",7,0,8.2,,,,,,,"Zach Putnam",9080,474029
"Brad Hand","SDP","P",72,0,79.1,,,,,,,"Brad Hand",9111,543272
"Gregory Infante","CHW","P",52,0,54.2,,,,,,,"Gregory Infante",9119,500872
"TJ House","TOR","P",2,0,2,,,,,,,"TJ House",9121,543334
"Tim Melville","- - -","P",3,1,5.2,,,,,,,"Tim Melville",9149,543532
"Alex Wilson","DET","P",66,0,60,,,,,,,"Alex Wilson",9239,543935
"Simon Castro","OAK","P",26,0,37,,,,,,,"Simon Castro",9243,501563
"Chris Herrmann","ARI","RF",2,1,9,,,,,,,"Chris Herrmann",9284,543302
"Rob Scahill","MIL","P",18,0,22.1,,,,,,,"Rob Scahill",9286,543746
"Buddy Baumann","SDP","P",23,0,17.2,,,,,,,"Buddy Baumann",9309,571473
"Patrick Corbin","ARI","P",33,32,189.2,,,,,,,"Patrick Corbin",9323,571578
"Jared Hughes","MIL","P",67,0,59.2,,,,,,,"Jared Hughes",9325,453172
"Brandon Morrow","LAD","P",45,0,43.2,,,,,,,"Brandon Morrow",9346,453344
"Josh Tomlin","CLE","P",26,26,141,,,,,,,"Josh Tomlin",9388,458708
"Zac Rosscup","- - -","P",10,0,7.2,,,,,,,"Zac Rosscup",9419,573127
"Doug Fister","BOS","P",18,15,90.1,,,,,,,"Doug Fister",9425,450729
"Dallas Keuchel","HOU","P",23,23,145.2,,,,,,,"Dallas Keuchel",9434,572971
"Ryan Buchter","- - -","P",71,0,65.1,,,,,,,"Ryan Buchter",9456,488748
"Dan Straily","MIA","P",33,33,181.2,,,,,,,"Dan Straily",9460,573185
"George Kontos","- - -","P",65,0,66.1,,,,,,,"George Kontos",9486,502004
"Jeremy Jeffress","- - -","P",61,1,65.1,,,,,,,"Jeremy Jeffress",9490,502026
"Bud Norris","LAA","P",60,3,62,,,,,,,"Bud Norris",9492,502032
"Austin Bibens-Dirkx","TEX","P",24,6,69.1,,,,,,,"Austin Bibens-Dirkx",9559,502212
"Michael Blazek","MIL","P",5,1,8.2,,,,,,,"Michael Blazek",9654,518468
"Vidal Nuño","BAL","P",12,0,14.2,,,,,,,"Vidal Nuno",9674,573064
"Joe Kelly","BOS","P",54,0,58,,,,,,,"Joe Kelly",9761,523260
"Christian Vázquez","BOS","3B",2,0,2,,,,,,,"Christian Vazquez",9774,543877
"Garrett Richards","LAA","P",6,6,27.2,,,,,,,"Garrett Richards",9784,572070
"Rex Brothers","ATL","P",27,0,23.2,,,,,,,"Rex Brothers",9794,571521
"Sergio Romo","- - -","P",55,0,55.2,,,,,,,"Sergio Romo",9817,489265
"Chaz Roe","- - -","P",12,0,10.2,,,,,,,"Chaz Roe",9866,475054
"Chris Rusin","COL","P",60,0,85,,,,,,,"Chris Rusin",9895,543734
"Chris Volstad","CHW","P",6,2,19.1,,,,,,,"Chris Volstad",9901,458690
"Chris Carter","NYY","RF",2,0,3,,,,,,,"Chris Carter",9911,474892
"Brandon Kintzler","- - -","P",72,0,71.1,,,,,,,"Brandon Kintzler",9939,445213
"Mike Dunn","COL","P",68,0,50.1,,,,,,,"Mike Dunn",9948,445197
"Darrell Ceciliani","TOR","CF",1,1,2,,,,,,,"Darrell Ceciliani",9954,571553
"Tom Wilhelmsen","ARI","P",27,0,26.1,,,,,,,"Tom Wilhelmsen",9975,452666
"Mike Minor","KCR","P",65,0,77.2,,,,,,,"Mike Minor",10021,501985
"Christian Bethancourt","SDP","P",4,0,3.2,,,,,,,"Christian Bethancourt",10028,542194
"Ashur Tolliver","HOU","P",3,0,5,,,,,,,"Ashur Tolliver",10044,572208
"Ian Krol","ATL","P",51,0,49,,,,,,,"Ian Krol",10066,571871
"Kyle Gibson","MIN","P",29,29,158,,,,,,,"Kyle Gibson",10123,502043
"Mike Leake","- - -","P",31,31,186,,,,,,,"Mike Leake",10130,502190
"Stephen Strasburg","WSN","P",28,28,175.1,,,,,,,"Stephen Strasburg",10131,544931
"Brad Boxberger","TBR","P",30,0,29.1,,,,,,,"Brad Boxberger",10133,502202
"Ryan Weber","SEA","P",1,1,3.2,,,,,,,"Ryan Weber",10160,543901
"Nick Franklin","MIL","SS",1,0,1,,,,,,,"Nick Franklin",10166,545338
"José Ramirez","ATL","P",68,0,62,,,,,,,"Jose Ramirez",10171,542432
"Jacob Turner","WSN","P",18,2,39,,,,,,,"Jacob Turner",10185,545363
"Tyler Skaggs","LAA","P",16,16,85,,,,,,,"Tyler Skaggs",10190,572140
"Shelby Miller","ARI","P",4,4,22,,,,,,,"Shelby Miller",10197,571946
"Aroldis Chapman","NYY","P",52,0,50.1,,,,,,,"Aroldis Chapman",10233,547973
"Bryan Morris","SFG","P",20,0,21,,,,,,,"Bryan Morris",10234,457768
"Justin Marks","TBR","P",1,0,1.1,,,,,,,"Justin Marks",10265,476123
"Tanner Scheppers","TEX","P",5,0,4,,,,,,,"Tanner Scheppers",10267,489294
"Josh Smoker","NYM","P",54,0,56.1,,,,,,,"Josh Smoker",10285,519294
"Ryan Tepera","TOR","P",73,0,77.2,,,,,,,"Ryan Tepera",10291,572193
"Chad Bell","DET","P",28,4,62.1,,,,,,,"Chad Bell",10297,518445
"Chris Heston","- - -","P",3,1,6,,,,,,,"Chris Heston",10302,518790
"Jarred Cosart","SDP","P",7,6,24,,,,,,,"Jarred Cosart",10304,543054
"Zack Wheeler","NYM","P",17,17,86.1,,,,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","- - -","P",37,19,131.1,,,,,,,"Erasmo Ramirez",10314,541640
"Michael Tonkin","MIN","P",16,0,21,,,,,,,"Michael Tonkin",10315,543859
"Rey Fuentes","ARI","RF",4,0,5,,,,,,,"Rey Fuentes",10329,571681
"Scooter Gennett","CIN","P",1,0,1,,,,,,,"Scooter Gennett",10339,571697
"Juan Minaya","CHW","P",40,0,43.2,,,,,,,"Juan Minaya",10341,573668
"Aaron Loup","TOR","P",70,0,57.2,,,,,,,"Aaron Loup",10343,571901
"Brooks Pounders","LAA","P",11,0,10.1,,,,,,,"Brooks Pounders",10387,572044
"Mychal Givens","BAL","P",69,0,78.2,,,,,,,"Mychal Givens",10430,571710
"Preston Claiborne","TEX","P",1,0,2,,,,,,,"Preston Claiborne",10500,502011
"Hunter Cervenka","MIA","P",5,0,4.2,,,,,,,"Hunter Cervenka",10510,543017
"Jake Petricka","CHW","P",27,0,25.2,,,,,,,"Jake Petricka",10534,502593
"Jimmy Nelson","MIL","P",29,29,175.1,,,,,,,"Jimmy Nelson",10547,519076
"Addison Reed","- - -","P",77,0,76,,,,,,,"Addison Reed",10586,592665
"Chad Bettis","COL","P",9,9,46.1,,,,,,,"Chad Bettis",10587,518452
"Scott Alexander","KCR","P",58,0,69,,,,,,,"Scott Alexander",10591,518397
"Chris Sale","BOS","P",32,32,214.1,,,,,,,"Chris Sale",10603,519242
"Adam Liberatore","LAD","P",4,0,3.1,,,,,,,"Adam Liberatore",10637,571893
"Rob Brantly","CHW","P",1,0,1,,,,,,,"Rob Brantly",10655,542963
"Trevor Rosenthal","STL","P",50,0,47.2,,,,,,,"Trevor Rosenthal",10745,572096
"Shane Greene","DET","P",71,0,67.2,,,,,,,"Shane Greene",10756,572888
"Josh Edgin","NYM","P",46,0,37,,,,,,,"Josh Edgin",10796,572831
"Mike Foltynewicz","ATL","P",29,28,154,,,,,,,"Mike Foltynewicz",10811,592314
"Asher Wojciechowski","CIN","P",25,8,62.1,,,,,,,"Asher Wojciechowski",10836,592879
"Adam Kolarek","TBR","P",12,0,8.1,,,,,,,"Adam Kolarek",10843,592473
"Chasen Shreve","NYY","P",44,0,45.1,,,,,,,"Chasen Shreve",10855,592741
"Jared Hoying","TEX","LF",1,0,1,,,,,,,"Jared Hoying",10882,592419
"Christian Bergman","SEA","P",13,8,54,,,,,,,"Christian Bergman",10925,548357
"Josh A. Smith","OAK","P",26,0,35,,,,,,,"Josh A. Smith",10946,595001
"Phil Gosselin","PIT","1B",1,0,2.1,,,,,,,"Phil Gosselin",10953,594838
"Jacob deGrom","NYM","P",31,31,201.1,,,,,,,"Jacob deGrom",10954,594798
"Jake Buchanan","CIN","P",5,0,14.1,,,,,,,"Jake Buchanan",10962,594772
"Tim Adleman","CIN","P",30,20,122.1,,,,,,,"Tim Adleman",10968,534947
"Chase Whitley","TBR","P",41,0,57.1,,,,,,,"Chase Whitley",10982,595032
"Evan Gattis","HOU","1B",1,0,1,,,,,,,"Evan Gattis",11003,594828
"Kevin Shackelford","CIN","P",26,0,30.2,,,,,,,"Kevin Shackelford",11012,594992
"Casey Lawrence","- - -","P",27,2,55.1,,,,,,,"Casey Lawrence",11121,596271
"A.J. Griffin","TEX","P",18,15,77.1,,,,,,,"A.J. Griffin",11132,456167
"Mike Bolsinger","TOR","P",11,5,41.1,,,,,,,"Mike Bolsinger",11137,502211
"Vince Velasquez","PHI","P",15,15,72,,,,,,,"Vince Velasquez",11189,592826
"Brett Nicholas","TEX","P",1,0,1,,,,,,,"Brett Nicholas",11192,592592
"Grant Dayton","LAD","P",29,0,23.2,,,,,,,"Grant Dayton",11203,594795
"Mike Freeman","SEA","P",1,0,1,,,,,,,"Mike Freeman",11241,502273
"Lisalverto Bonilla","CIN","P",10,4,36.2,,,,,,,"Lisalverto Bonilla",11266,570810
"Zach Neal","OAK","P",6,0,14.2,,,,,,,"Zach Neal",11294,594943
"Tyler Lyons","STL","P",50,0,54,,,,,,,"Tyler Lyons",11334,544928
"Jesús Aguilar","MIL","3B",1,0,1,,,,,,,"Jesus Aguilar",11342,542583
"Seth Frankoff","CHC","P",1,0,2,,,,,,,"Seth Frankoff",11346,571676
"Tommy Kahnle","- - -","P",69,0,62.2,,,,,,,"Tommy Kahnle",11384,592454
"Danny Barnes","TOR","P",60,0,66,,,,,,,"Danny Barnes",11388,592130
"Alex Wimmers","MIN","P",6,0,7.1,,,,,,,"Alex Wimmers",11394,592872
"Jose Quintana","- - -","P",32,32,188.2,,,,,,,"Jose Quintana",11423,500779
"Drew Pomeranz","BOS","P",32,32,173.2,,,,,,,"Drew Pomeranz",11426,519141
"Brandon Workman","BOS","P",33,0,39.2,,,,,,,"Brandon Workman",11428,519443
"A.J. Schugel","PIT","P",32,0,32,,,,,,,"A.J. Schugel",11432,519263
"Johnny Barbato","PIT","P",24,0,28.2,,,,,,,"Johnny Barbato",11440,592127
"Matt Grace","WSN","P",40,1,50,,,,,,,"Matt Grace",11449,594840
"Sammy Solís","WSN","P",30,0,26,,,,,,,"Sammy Solis",11457,519301
"A.J. Cole","WSN","P",11,8,52,,,,,,,"A.J. Cole",11467,595918
"Zach Lee","SDP","P",3,1,8,,,,,,,"Zach Lee",11468,545346
"Tony Wolters","COL","3B",1,0,1,,,,,,,"Tony Wolters",11470,547172
"Bryan Mitchell","NYY","1B",1,0,1,,,,,,,"Bryan Mitchell",11479,571951
"Bryan Mitchell","NYY","P",20,1,32.2,,,,,,,"Bryan Mitchell",11479,571951
"Robbie Ray","ARI","P",28,28,162,,,,,,,"Robbie Ray",11486,592662
"Joely Rodríguez","PHI","P",26,0,27,,,,,,,"Joely Rodriguez",11487,570257
"Michael A. Taylor","WSN","RF",2,0,3,,,,,,,"Michael A. Taylor",11489,572191
"Aaron Sanchez","TOR","P",8,8,36,,,,,,,"Aaron Sanchez",11490,592717
"Parker Bridwell","LAA","P",21,20,121,,,,,,,"Parker Bridwell",11502,592170
"Jeff Ferrell","DET","P",11,0,9.1,,,,,,,"Jeff Ferrell",11506,594815
"Josh Osich","SFG","P",54,0,43.1,,,,,,,"Josh Osich",11528,592612
"Dayan Díaz","HOU","P",10,1,13,,,,,,,"Dayan Diaz",11543,500765
"José Ureña","MIA","P",34,28,169.2,,,,,,,"Jose Urena",11589,570632
"Deck McGuire","CIN","P",6,2,13.2,,,,,,,"Deck McGuire",11596,592547
"Dovydas Neverauskas","PIT","P",24,0,25.1,,,,,,,"Dovydas Neverauskas",11604,596720
"Willson Contreras","CHC","RF",2,0,6,,,,,,,"Willson Contreras",11609,575929
"Heath Hembree","BOS","P",62,0,62,,,,,,,"Heath Hembree",11632,592390
"Jameson Taillon","PIT","P",25,25,133.2,,,,,,,"Jameson Taillon",11674,592791
"Carlos Martinez","STL","P",32,32,205,,,,,,,"Carlos Martinez",11682,593372
"Josh Lucas","STL","P",5,0,7.1,,,,,,,"Josh Lucas",11686,572998
"Sam Dyson","- - -","P",55,0,54.2,,,,,,,"Sam Dyson",11710,473879
"Erik Goeddel","NYM","P",33,0,29,,,,,,,"Erik Goeddel",11712,592340
"Matt Harvey","NYM","P",19,18,92.2,,,,,,,"Matt Harvey",11713,518774
"Nick Tepesch","- - -","P",4,4,15.2,,,,,,,"Nick Tepesch",11716,519344
"Justin Grimm","CHC","P",50,0,55.1,,,,,,,"Justin Grimm",11720,518748
"Carlos Ramirez","TOR","P",12,0,16.2,,,,,,,"Carlos Ramirez",11743,570702
"Luke Jackson","ATL","P",43,0,50.2,,,,,,,"Luke Jackson",11752,592426
"Kyle Ryan","DET","P",8,0,5.2,,,,,,,"Kyle Ryan",11753,594986
"Justin Nicolino","MIA","P",20,8,48,,,,,,,"Justin Nicolino",11754,592593
"Noah Syndergaard","NYM","P",7,7,30.1,,,,,,,"Noah Syndergaard",11762,592789
"Myles Jaye","DET","P",5,2,12.2,,,,,,,"Myles Jaye",11769,594867
"Angel Sánchez","PIT","P",8,0,12.1,,,,,,,"Angel Sanchez",11776,605795
"Hansel Robles","NYM","P",46,0,56.2,,,,,,,"Hansel Robles",11801,570663
"Héctor Neris","PHI","P",74,0,74.2,,,,,,,"Hector Neris",11804,593576
"James Paxton","SEA","P",24,24,136,,,,,,,"James Paxton",11828,572020
